question_number,question,correct_answer,source_folder,ai_answer_20260725_005651,ai_answer_20260725_011226,ai_answer_20260725_120724,ai_answer_20260725_132248,ai_answer_20260725_132835
820,"Theo tài liệu Public_276, mục đích của việc nâng cấp chức năng quản lý hạn mức công nợ/sản lượng bưu tá là gì?",B,train_fix,B,B,"B,C",B,B
821,Tên kiểu dữ liệu của ký tự ASCII và ký tự Unicode lần lượt là?,C,train_fix,C,C,C,C,C
822,Văn bản phân biệt “di chuyển cơ sở dữ liệu” và “sao chép cơ sở dữ liệu” như thế nào?,B,train_fix,B,B,B,B,B
823,"Một tụ điện phẳng có A = 10 m², d = 5 m, điện môi là không khí (εr = 1). Hãy tính điện dung C.",D,train_fix,B,D,B,B,B
824,Đâu là điểm chung giữa Merge Sort và Quick Sort? Chọn một đáp án,D,train_fix,C,C,C,C,C
825,Nội dung chính của tài liệu tập trung vào vấn đề gì?,A,train_fix,A,A,A,A,A
826,Thành phần nào có chức năng giao tiếp giữa máy tính và đường truyền trong mạng máy tính?,B,train_fix,B,B,B,B,B
827,"Trong bốn phương pháp đánh giá rủi ro, phương pháp nào đòi hỏi chi phí lớn về thời gian, nguồn lực và yêu cầu chuyên gia có trình độ cao?",C,train_fix,C,C,C,C,C
828,Ai là người phát minh ra pin điện đầu tiên vào năm 1800?,B,train_fix,B,B,B,B,B
829,"Hãy xác định (i) phần mềm độc hại nào thường giả danh chương trình có ích để lừa người dùng, và (ii) ví dụ một hình thức lây nhiễm đặc trưng của nó.


",A,train_fix,A,A,A,A,A
830,Quá trình thêm tạp chất vào chất bán dẫn để cải thiện tính dẫn điện gọi là gì?,B,train_fix,B,B,B,B,B
831,"Khi công ty có một nhóm QA/Tester với background là ít kỹ năng lập trình, theo bạn thì lựa chọn công cụ nào phù hợp nhất để phù hợp với đội nhóm cho việc kiểm thử tự động?",B,train_fix,C,C,"A,C",C,C
832,Nội dung chính của phần yêu cầu chung đối với kết cấu bê tông và bê tông cốt thép trong TCVN 5574:2018 là gì?,B,train_fix,B,B,B,B,B
833,BERT4Rec sử dụng mục tiêu huấn luyện nào để dự đoán sản phẩm bị ẩn?,C,train_fix,C,C,C,C,C
834,"Theo tài liệu Public_091, những xu hướng nghiên cứu nào giúp tăng tính ổn định của pin thể rắn?",B,train_fix,A,A,A,A,A
835,Vì sao kẻ tấn công lại có thể lợi dụng TCP handshake để thực hiện SYN flood attack?,A,train_fix,A,A,A,A,A
836,Thuật toán Q-Learning là thuộc loại nào trong học tăng cường?,A,train_fix,B,B,B,B,B
837,Công nghệ nào giúp tập trung tín hiệu và tăng hiệu quả sử dụng phổ tần trong 5G?,C,train_fix,C,C,C,C,C
838,"Theo tài liệu Public_163, phiên bản chính thức mới nhất của SSL và TSL được phát hành vào những năm nào?",B,train_fix,B,B,"A,D",B,D
839,Số lượng mô hình phòng thủ phổ biến trong an toàn mạng được đề cập trong tài liệu Public_253 là bao nhiêu?,D,train_fix,C,C,C,C,C
840,"Trong tài liệu có nêu: vi rút, sâu và zombie đều có khả năng tự lây nhiễm (self-infection/self-replicate). Nếu hệ thống bị nhiễm cả vi rút và sâu, nguy cơ nào là đáng lo ngại nhất?",B,train_fix,B,B,B,B,B
841,"Qua việc so sánh DES, 3-DES và AES, có thể rút ra nhận định tổng quan nào về xu hướng phát triển của các giải thuật mã hóa khóa đối xứng?",A,train_fix,A,A,A,A,A
842,Giải pháp nào giúp bảo vệ dữ liệu nhạy cảm trên blockchain?,D,train_fix,D,D,D,D,D
843,"Trong tài liệu Public_122, thuật toán được mô tả khôi phục chi tiết vùng tối bị mất bằng thành phần nào?",A,train_fix,B,A,C,A,B
844,"Nếu trong mạch lọc nguồn ta thay tụ hóa phân cực bằng tụ gốm không phân cực, điều gì có khả năng xảy ra?",B,train_fix,B,B,"B,D",B,B
845,"Trung tâm dữ liệu đã có tường lửa, IDS/IPS và sao lưu định kỳ. Sự cố gần đây cho thấy một máy chủ bị cài mã độc qua tài khoản quản trị mặc định của thiết bị IoT trong mạng nội bộ. Nếu chỉ được chọn một biện pháp bổ sung ngay lập tức, biện pháp nào giảm nguy cơ lặp lại sự cố tương tự một cách trực tiếp và hiệu quả nhất?",B,train_fix,B,B,B,B,B
846,"Theo tài liệu Public_177, dạng ngôn ngữ truy vấn nào được khuyến nghị cho các nhà phân tích dữ liệu khi làm việc với dữ liệu quan hệ có cấu trúc?",B,train_fix,B,B,B,B,B
847,Kiến trúc sư đám mây (Cloud Architect) là ai?,B,train_fix,B,B,B,B,B
848,"Trong tài liệu Public_058, các hành vi ""được đặc tả"" và ""được kiểm thử"" được định nghĩa thuộc tập nào?",D,train_fix,D,B,"C,D",C,C
849,Nội dung chính của phần 2 của tài liệu Public_121 là gì?,B,train_fix,B,B,D,D,D
850,Hệ điều hành nào thường lưu mật khẩu trong tiến trình LSASS?,B,train_fix,B,B,B,B,B
851,Đâu không phải thuật toán tìm kiếm được nêu trong tài liệu?,C,train_fix,C,C,C,C,C
852,Vai trò của sắp xếp đối với hiệu quả của quá trình tìm kiếm dữ liệu là gì?,B,train_fix,B,B,B,B,B
853,Điểm nào dưới đây là điểm chung cho hầu hết các hình thức biểu diễn mô hình dữ liệu?,C,train_fix,A,C,"C,D",D,D
854,"Vào ngày 25 tháng 11 năm 2024, TrendMicro đã công bố một bài blog mô tả chi tiết về threat actor. Bài blog này chủ yếu sử dụng tên nào để gọi nhóm đó?",C,train_fix,A,B,B,A,A
855,Nguồn điện nào thường tạo ra điện áp một chiều (DC)?,A,train_fix,A,A,A,A,A
856,"Nếu một nhân viên IT bất mãn cài Logic bomb trong hệ thống công ty để tự động xóa dữ liệu khi bị sa thải, biện pháp quản trị nội bộ nào là quan trọng nhất để ngăn chặn nguy cơ này?",B,train_fix,B,B,B,B,B
857,Đơn vị chuẩn của thời gian (giây) hiện nay được định nghĩa dựa trên:,B,train_fix,B,B,B,B,B
858,Mục tiêu chính của việc chia tập dữ liệu theo tỉ lệ 70/15/15 trong huấn luyện mô hình là gì?,B,train_fix,B,B,B,B,B
859,Thách thức lớn nhất của biocomputing hiện nay là gì?,A,train_fix,A,A,A,A,A
860,Loại tấn công nào gửi nhiều HTTP request làm quá tải server?,C,train_fix,C,C,C,C,C
861,Văn bản chủ yếu tập trung nghiên cứu vấn đề gì?,B,train_fix,B,B,B,B,B
862,Nội dung chính của bài báo Public_006 là gì?,B,train_fix,B,B,B,B,B
863,Nội dung chính của tài liệu Public_027 là gì?,B,train_fix,B,B,B,B,B
864,Nội dung chính của tài liệu Public_003 là gì?,B,train_fix,B,B,B,B,B
865,Công nghệ nào kết hợp dữ liệu cảm biến và vệ tinh để dự đoán ô nhiễm?,D,train_fix,D,D,D,D,D
866,Cổng 443 thường được sử dụng cho loại lưu lượng nào?,C,train_fix,C,C,C,C,C
867,Nội dung chính của TCVN 9385:2012 là gì?,B,train_fix,B,B,B,B,B
868,Tiêu chuẩn TCVN 9395:2012 áp dụng cho loại cọc nào?,B,train_fix,B,B,B,B,B
869,Nội dung chính của tài liệu Public_023 là gì?,B,train_fix,B,B,B,B,B
870,"Nếu một công ty muốn đảm bảo dịch vụ không bị gián đoạn khi xảy ra sự cố lớn, kiến trúc sư đám mây cần chú trọng nhất đến yếu tố nào?",B,train_fix,B,B,B,B,B
871,"Xác định padding (p) và stride (s) khi tiến hành transposed convolution với input 4x4, kernel 3x3 để cho ra output 9x9",C,train_fix,B,C,"B,C",B,C
872,Đâu là vấn đề trong xử lý ảnh mà CNN giải quyết tốt hơn so với các mạng nơ-ron truyền thống?,D,train_fix,"A,B",B,"B,C",B,B
873,Phương trình toán học 3x + 4y + 5z = 6 có mấy biến?,A,train_fix,A,A,A,A,A
874,"Nếu một ảnh có nhiều khác biệt mức xám xuất hiện lặp lại, sau khi áp dụng LDR ảnh đầu ra sẽ có đặc điểm gì?",A,train_fix,A,A,"A,B","A,B",A
875,Vai trò của an toàn thông tin trong bối cảnh chuyển đổi số và các mối đe dọa mạng gia tăng được thể hiện rõ nhất ở khả năng bảo vệ dữ liệu và đảm bảo hoạt động liên tục?,C,train_fix,C,C,C,C,C
876,"Trong tài liệu Public_282, cơ sở dữ liệu nào được hệ thống sử dụng để lưu trữ dữ liệu?",C,train_fix,A,A,"A,C,D","A,B,C,D",A
877,"Theo tài liệu Public_045, đâu không phải là một hình thức data augmentation cho ảnh?",D,train_fix,D,D,D,D,D
878,Bài toán về toán tử bit nào là minh chứng cho việc cần xây dựng nhiều hơn một lớp ẩn?,C,train_fix,C,C,C,C,C
879,Đâu không phải nguyên tắc cốt lõi của khảo sát đặc tả mức cao theo tài liệu Public_061?,D,train_fix,B,A,C,A,A
880,Ổ khóa điện hệ thống khóa cửa trung tâm trên xe ô tô được dùng để làm gì và bố trí ở vị trí như thế nào?,A,train_fix,A,A,A,A,A
881,Khóa bí mật trong tài liệu Public_283 được hiểu là gì?,B,train_fix,B,B,"B,C",B,B
882,Ai là người đầu tiên đề xuất ý tưởng về phototransistor?,C,train_fix,C,C,C,C,C
883,"Theo tài liệu Public_063, giá trị điều kiện chỉ bó buộc trong T/F, nhận định này đúng hay sai?",B,train_fix,B,B,B,B,B
884,Luồng nhập điểm của giảng viên và nội dung hiển thị khi nhập là?,B,train_fix,B,B,B,B,B
885,"Nếu một hệ thống vẫn sử dụng DES với khóa hiệu dụng 56 bit trong bối cảnh tốc độ tính toán ngày nay đã tăng nhanh, nguy cơ nào là hiện hữu nhất?",C,train_fix,C,C,C,C,C
886,DRATzarus đã sử dụng kỹ thuật gì để tránh bị phát hiện trong sandbox?,D,train_fix,D,D,D,D,D
887,Blueprint (bản thiết kế/bản vẽ kỹ thuật) ban đầu có ý nghĩa như thế nào trong lịch sử phát triển của ngành xây dựng và công nghiệp?,A,train_fix,A,A,A,A,A
888,"Theo tài liệu Public_182, DoS và DDoS là gì?",D,train_fix,D,C,"C,D",C,A
889,"Trong tấn công DoS/DDoS, mục tiêu chính của kẻ tấn công là gì?",B,train_fix,B,B,B,B,B
890,"Giả sử một robot đã học thành công trong môi trường mô phỏng nhưng thất bại khi hoạt động thực tế, nguyên nhân hợp lý nhất là gì?",B,train_fix,B,B,B,B,B
891,"Sau khi khách hàng xác thực OTP thành công, hệ thống sẽ thực hiện bước nào tiếp theo?",B,train_fix,"B,C",B,"B,C",B,B
892,Dòng điện tử trong thực tế chảy theo chiều nào?,C,train_fix,C,C,"A,C",A,A
893,"Phân tích vai trò của AI trong dự báo, tối ưu và điều phối năng lượng tái tạo cho thành phố thông minh, đồng thời nêu rõ hạ tầng công nghệ hỗ trợ.",A,train_fix,A,A,A,A,A
894,Thách thức quan trọng nhất khi đưa phân tử do AI tạo ra vào thực nghiệm là gì?,D,train_fix,D,D,D,D,D
895,"Theo tài liệu Public_264, logic bomb khác virus ở điểm nào?",B,train_fix,B,B,B,B,B
896,"Trong PCA, công thức của ma trận hiệp phương sai SSS và toạ độ sau khi chiếu Z (trên K thành phần chính) lần lượt là gì?",C,train_fix,C,A,"A,C",A,A
897,"Hãy xác định (i) một số luật tội phạm máy tính ở Mỹ, và (ii) một số luật về sự riêng tư cũng tại Mỹ được nêu trong tài liệu.

","A,C",train_fix,"A,C","A,C","A,C",A,A
898,"Theo tài liệu Public_178, đặc điểm nào sau đây không phải của một dự án?",C,train_fix,C,C,C,C,C
899,"Hãy xác định  số lượng vùng trong hạ tầng CNTT được mô tả trong tài liệu và nêu tên một nguy cơ điển hình của vùng WAN.

",C,train_fix,C,C,C,C,X
900,Mục tiêu Phát triển bền vững 6 (SDG 6) của Liên hợp quốc nhằm đảm bảo điều gì?,A,train_fix,A,A,A,A,A
901,Thách thức lớn khi triển khai mạng nơ-ron tích chập (CNN) trong bệnh viện là gì?,A,train_fix,A,A,A,A,A
902,"Theo tài liệu Public_073, ưu điểm nổi bật nhất của Federated Learning trong y tế là gì?",B,train_fix,B,B,B,B,B
903,Công nghệ in bê tông 3D được thực hiện theo quy trình nào?,C,train_fix,C,C,C,C,C
904,"Theo tài liệu Public_171, điểm đặc trưng dễ nhận biết nhất của một bản blueprint truyền thống là gì?",B,train_fix,B,B,B,B,B
905,Adam và RMSProp khác nhau ở đặc điểm nào?,B,train_fix,B,B,B,B,B
906,"Theo quy định tại tài liệu Public_009, nếu một học phần có cấu trúc 3(2:1:6) thì số tiết lý thuyết, thực hành và tự học lần lượt là bao nhiêu?",C,train_fix,C,C,C,C,C
907,Mục tiêu cốt lõi của PCA là gì?,D,train_fix,D,D,D,D,D
908,FSM và DFA được biểu diễn bằng bộ mấy thành phần?,B,train_fix,D,"A,C","A,C",A,C
909,Điều kiện cần thiết để quá trình nhiệt hạch xảy ra là gì?,B,train_fix,B,B,B,B,B
910,Cho biết số lượng thuật toán sắp xếp đơn giản được trình bày trong tài liệu Public_053 và tên của chúng?,A,train_fix,A,A,"A,C,D",A,A
911,"Ngoài hai cách ghép module thông dụng là top down, bottom up thì còn mấy phương pháp và tên của chúng là?",C,train_fix,C,C,C,C,"C,D"
912,"Theo tài liệu Public_021, khi đo chiều dày màng khô của vật liệu bảo vệ, nguyên tắc nào được áp dụng và liệu có yêu cầu về đường kính vỏ bọc tối thiểu ưu tiên của đầu đo nhiệt liên quan đến quy trình này không?",C,train_fix,C,C,"A,C",B,A
913,"Nếu khách hàng không xác thực OTP trong vòng 72 giờ, trạng thái yêu cầu sẽ được hệ thống cập nhật như thế nào?",C,train_fix,C,C,C,C,C
914,"Hãy xác định (i) hai phương pháp phát hiện tấn công thường được sử dụng trong IDS, và (ii) nhược điểm của mỗi phương pháp.
",C,train_fix,"A,C,D","C,D","A,B,C,D","A,B,C","A,C,D"
915,Điểm chung giữa DCGAN và Conditional GAN là?,D,train_fix,"A,B,C",B,D,D,D
916,"Theo tài liệu Public_067, kiến trúc kiểm thử tự động bao gồm những yếu tố nào?",D,train_fix,D,D,D,D,D
917,"Theo tài liệu, mã hóa khóa đối xứng còn được gọi bằng tên nào?
",B,train_fix,B,B,B,B,B
918,Tệp Excel chi tiết khi xuất báo cáo KPI công nợ COD theo ngày có tên theo định dạng nào?,B,train_fix,B,B,B,A,A
919,"Qua phân tích trong tài liệu, có thể rút ra nhận định tổng quan nào về đặc điểm của các lỗ hổng bảo mật?

",B,train_fix,B,B,B,B,B
920,Ai là người đầu tiên giới thiệu hệ thống Ant System (AS) trong luận văn năm 1992?,A,train_fix,A,A,A,A,A
921,Thế hệ máy tính điện tử nào sử dụng bóng đèn điện tử chân không?,A,train_fix,A,A,A,A,A
922,Các bước chính để implement transactional outbox pattern theo tài liệu là gì?,A,train_fix,A,A,A,A,A
923,Thông tin khác dữ liệu ở điểm nào và quá trình xử lý thông tin theo máy tính gồm những bước nào?,A,train_fix,A,A,A,A,A
924,Các phiên bản của Oracle Database,A,train_fix,"A,D",A,"A,D",A,A
925,Ký hiệu điện trở theo tiêu chuẩn IEC có dạng nào?,B,train_fix,B,B,B,B,B
926,"Theo tài liệu Public_167, chuẩn ISO/IEC 27001:2005 tập trung vào nội dung nào?",C,train_fix,C,C,C,C,C
927,"Trình bày kiến trúc tổng thể và các kỹ thuật AI chủ chốt trong hệ thống phát hiện – ứng phó sự cố an ninh mạng, đồng thời giải thích vai trò của học sâu và khả năng phản ứng tự động.",A,train_fix,A,A,A,A,A
928,Thuật toán nào được dùng để suy luận (tìm chuỗi nhãn tối ưu) trong Linear-Chain CRFs?,B,train_fix,B,B,B,B,B
929,"Nếu một công ty vừa và nhỏ chọn Jira để quản lý dự án Agile, trong khi đội ngũ nhân viên còn hạn chế về tiếng Anh và ngân sách, họ sẽ đối mặt với những khó khăn nào nhất",A,train_fix,A,A,A,A,A
930,"Giải thích nguyên lý tính toán dựa trên DNA và các ứng dụng nổi bật trong y sinh học, đồng thời nêu ưu thế so với máy tính silicon.",A,train_fix,A,A,A,A,A
931,Adobe Premiere Pro CC 2022 là phần mềm dùng chủ yếu để làm gì?,B,train_fix,B,B,B,B,B
932,"Trong ví dụ ở đầu tài liệu, đâu không phải là một mô tả ảnh được giới thiệu?",D,train_fix,D,B,"C,D",D,D
933,"Theo tài liệu, quá trình kiểm tra chữ ký số gồm bước so sánh hai chuỗi đại diện MD1 và MD2. Nếu một kẻ tấn công thay đổi nội dung thông điệp trong quá trình truyền nhưng không có khóa riêng của người gửi, điều gì sẽ xảy ra?",B,train_fix,B,B,B,B,B
934,GRU4Rec và BERT4Rec khác nhau chủ yếu ở điểm nào?,D,train_fix,D,D,D,D,D
935,"Trong công thức tính xác suất đồng thời P(X1, X2... Xn) của mạng Bayes có một tham số khác, đó là gì?",B,train_fix,B,B,B,B,B
936,Nội dung chính của tài liệu là gì?,B,train_fix,B,B,B,B,B
937,Tóm tắt nội dung chính của phần Linear-Chain CRFs trong tài liệu Public_102?,D,train_fix,D,D,D,D,D
938,"Trong quá trình ước lượng chiếu sáng kép, ảnh đảo ngược (I_inv) được dùng để làm gì?",C,train_fix,C,B,C,C,C
939,"Trong layer ứng dụng mà MongoDB hoạt động, Front end và Back end là gì?",C,train_fix,C,C,"A,C",C,C
940,"Theo tài liệu Public_057, đâu không phải là một loại đồ thị được phân loại ở cấp dưới trong hệ thống phân loại đồ thị của tài liệu?",C,train_fix,C,C,C,A,A
941,Đâu là đặc điểm nhận dạng chính của ACK Flood Attack?,C,train_fix,C,C,C,C,C
942,"Qua các nội dung được trình bày, có thể rút ra nhận định tổng quan nào về vai trò của tường lửa và IDS/IPS trong bảo mật hệ thống?
",A,train_fix,A,A,A,A,A
943,"Trong chiến dịch Operation Dream Job do Lazarus Group tiến hành, nhóm đã sử dụng những kỹ thuật tấn công nào?","A,C",train_fix,A,"A,C","A,B,C","A,B,C","A,B,C"
944,Vì sao qubit được xem là điểm khác biệt cốt lõi giữa máy tính lượng tử (MTLT) và máy tính truyền thống (MTTT)?,B,train_fix,B,B,D,X,D
945,Các tính năng chính của Oracle Database là gì?,D,train_fix,D,C,"A,B,C,D",X,A
946,"Trong tài liệu Public_065, bối cảnh ""các đoạn câu lệnh"" hàm ý gì?",A,train_fix,"A,C",A,"A,C","C,D",A
947,Bộ dữ liệu được sử dụng trong tài liệu Public_048 có bao nhiêu ảnh?,A,train_fix,A,A,A,A,A
948,Công cụ nào thường được sử dụng để thực hiện credential dumping?,B,train_fix,B,B,B,B,B
949,"Theo quan điểm hệ thống trong dự án HTTT, yếu tố nào được xem là quan trọng nhất để quyết định hiệu quả toàn bộ hệ thống?",D,train_fix,D,D,D,D,D
950,Giả sử tại t=0 có 30 kiến ở B và 30 kiến ở D (theo ví dụ hình 2). Trung bình có bao nhiêu kiến từ nút B và từ nút D đi qua C khi chúng lựa chọn đường đi ngẫu nhiên?,B,train_fix,C,B,"B,C",B,B
951,Nhược điểm của thuật toán K láng giềng trong học đa nhãn là gì?,D,train_fix,D,D,D,D,D
952,"Qua nội dung của tài liệu Public_166, có thể rút ra nhận định tổng quan nào về quản lý an toàn thông tin?",B,train_fix,B,B,B,B,B
953,Xu hướng nào cho phép giao dịch điện năng trực tiếp giữa các hộ dân?,B,train_fix,B,B,B,B,B
954,"Nếu một máy tính thế hệ 2 có tốc độ trung bình 50.000 phép tính/giây, thì nó nhanh gấp bao nhiêu lần so với máy thế hệ 1 tốc độ trung bình 1.000 phép tính/giây?",C,train_fix,D,C,D,C,A
955,"Kết quả kiểm tra xem bộ ba số (3, 4, 5) có tạo thành tam giác vuông hay không?",C,train_fix,C,C,C,D,A
956,"Trong các mạng thần kinh nhân tạo, thành phần nào đóng vai trò tương tự synapse sinh học?",C,train_fix,C,C,C,C,C
957,"Trong thuật toán ACO, ký hiệu nào biểu diễn thông tin kinh nghiệm (heuristic information)?",C,train_fix,C,C,C,C,C
958,Những xu hướng công nghệ tương lai quan trọng nào trong lĩnh vực điện toán không gian dự kiến sẽ tác động đến các ngành công nghiệp chính trong 5 năm tới?,B,train_fix,A,A,A,A,A
959,"Theo tài liệu Public_046, giá trị p trong dropout thể hiện điều gì?",C,train_fix,C,C,C,C,C
960,"Dựa trên thông tin từ tài liệu Public_110 về BERT4Rec và chuỗi sản phẩm, nếu trong một chuỗi lịch sử gồm 10 sản phẩm, BERT4Rec ẩn ngẫu nhiên 20% để dự đoán lại, thì có bao nhiêu sản phẩm bị ẩn?",B,train_fix,B,B,B,B,B
961,Nguồn dữ liệu nào trên Windows và Linux thường bị kẻ tấn công trích xuất trong kỹ thuật credential dumping?,A,train_fix,A,A,A,A,A
962,Đâu là mục tiêu chính của các phương pháp trong tài liệu Public_046?,D,train_fix,"B,C",B,"B,C,D",D,D
963,Thiết bị tự AirStart 10 dùng để làm gì?,A,train_fix,A,A,A,A,A
964,Đâu không phải một cách chọn khóa (pivot) điển hình trong Quick Sort,B,train_fix,B,B,"B,C",B,B
965,Nội dung chính của tài liệu `Public_120` là gì?,C,train_fix,B,B,B,B,B
966,"Phân loại Naive Bayes đòi hỏi tính các xác suất điều kiện thành phần P(xi | cj) = nc / n. Trong một số trường hợp thực tế, nc có thể rất nhỏ, thậm chí = 0. Khi đó kĩ thuật nào sẽ được sử dụng?",C,train_fix,C,C,C,C,C
967,"Nếu một người tiêu dùng mua 100g bánh mì (giàu glucid ~50%) và 100g cá (giàu protein ~20%), thì lượng glucid và protein người đó nạp vào lần lượt là bao nhiêu gam?",C,train_fix,C,C,A,A,A
968,Khác biệt về kiến trúc của DCGAN và GAN?,B,train_fix,B,B,"B,C",B,B
969,Đặc điểm nào nổi bật nhất của 6G so với 5G?,B,train_fix,B,B,B,B,B
970,Thách thức lớn nhất hiện nay của vũ trụ học tính toán là gì?,A,train_fix,A,A,A,A,A
971,Đâu không phải một cách biểu diễn một mô hình máy học?,D,train_fix,"C,D",C,D,C,C
972,"Hãy xác định hai kỹ thuật phát hiện xâm nhập chính của IDS, và  nhược điểm tương ứng của mỗi kỹ thuật.
","A,B",train_fix,"A,B","A,B","A,B","A,B","A,B"
973,"Theo tài liệu Public_071, phương pháp nào cho phép cập nhật firmware hàng loạt mà không cần tiếp cận vật lý thiết bị?",C,train_fix,C,C,C,C,C
974,"Bài toán liệt kê xâu nhị phân độ dài 6 phải trải qua bao nhiêu cấu hình, nếu biết số cấu hình cho độ dài n là 2^n?",B,train_fix,B,B,B,B,B
975,Xenlulô là gì và vải sợi gốc xenlulô có ưu điểm gì?,A,train_fix,X,D,D,A,X
976,"Trong các marker của ảnh JPEG, marker nào có giá trị 0xFF 0xD9 và có chức năng đánh dấu kết thúc ảnh?",D,train_fix,D,D,D,D,D
977,"Trong bối cảnh linear regression đơn biến, mô hình được biểu diễn ra sao và mục tiêu của bài toán khi được mô hình hóa là gì?",B,train_fix,B,B,B,B,B
978,"Hãy xác định hai cách thêm người dùng vào Tableau, và thao tác đầu tiên trong mỗi cách.","A,B",train_fix,"A,B","A,B","A,B","A,B","A,B"
979,Nhiệt độ chuyển mềm của len thường nằm trong khoảng nào?,C,train_fix,A,B,"A,B",B,B
980,"Nếu một nhóm dự án nhỏ (dưới 3 tháng) lựa chọn Jira, rủi ro lớn nhất theo tài liệu là gì?",B,train_fix,B,B,B,B,B
981,"Dựa vào tài liệu Public_050, từ nào điền vào chỗ trống sau: nếu hàm số f(x) bị ... bởi hằng số C nhân với g(x), ta nói f(x) có độ phức tạp O(g(x))?",B,train_fix,B,B,B,B,B
982,"Nếu một giảng đường bị sự cố hỏng thiết bị, ai có trách nhiệm xử lý báo cáo này trong hệ thống?",C,train_fix,C,C,C,C,C
983,Khối lượng riêng của vật liệu bảo vệ dạng thụ động được phép sai lệch tối đa bao nhiêu % so với giá trị trung bình?,C,train_fix,C,C,C,C,C
984,Ai là những nhà khoa học được ghi nhận phát minh ra transistor lưỡng cực vào năm 1947?,C,train_fix,C,C,C,C,C
985,Đếm tổng số rủi ro/đe doạ liệt kê trong Workstation Domain của tài liệu Public_260.,B,train_fix,B,A,B,A,B
986,"Qua toàn bộ phần trình bày trong tài liệu Public_167, có thể rút ra nhận định tổng quan nào về cách tiếp cận an toàn thông tin?",B,train_fix,B,B,B,B,B
987,Photodiode hoạt động như thế nào và khác gì với phototransistor?,B,train_fix,A,A,A,A,A
988,Đơn vị thông tin cơ bản trong điện toán lượng tử là gì?,B,train_fix,B,B,B,B,B
989,Dòng điện một chiều (DC) là gì và định luật Ohm liên quan như thế nào?,B,train_fix,B,B,B,B,B
990,Thuật toán nào thường dùng để tối ưu hóa tổ hợp trong mạng 6G?,C,train_fix,C,C,C,C,C
991,"Theo tài liệu Public_274, nhóm APT cụ thể nào được biết là đã hợp tác với nhóm Sandworm trong nhiều hoạt động?",C,train_fix,C,D,C,C,C
992,"Theo tiêu chuẩn ISO 15189:2022, việc lưu giữ hồ sơ phòng xét nghiệm nhằm mục đích chính nào?",C,train_fix,C,C,C,C,C
993,Adobe Premiere Pro CC 2022 yêu cầu cấu hình RAM bao nhiêu và dung lượng VRAM tối thiểu là bao nhiêu?,B,train_fix,B,B,B,B,B
994,Công nghệ nào trong mạng 6G tận dụng siêu vật liệu để tăng vùng phủ sóng?,C,train_fix,C,C,C,C,C
995,Nêu 1 ưu điểm và 1 nhược điểm của Oracle được đề cập trong tài liệu Public_190.,A,train_fix,A,A,A,A,A
996,Điểm giống nhau cơ bản của logistic regression và linear regression là gì,A,train_fix,"A,B",A,"A,B",A,"A,B"
997,Sinh mô tả ảnh thuộc vào dạng RNN nào?,A,train_fix,A,A,B,B,A
998,Đâu không phải là một ứng dụng của GAN được nêu trong phần đầu tiên của tài liệu Public_039?,D,train_fix,D,D,D,D,D
999,Điểm mạnh lớn nhất của CNN trong phân tích ảnh y tế là gì?,B,train_fix,B,B,B,B,B
1000,Tổng quan Devops dành cho người mới bắt đầu là gì?,C,train_fix,C,C,C,C,C
1001,Vấn đề chính của R-CNN là?,C,train_fix,C,C,C,C,C
1002,"Nếu một website bị vi phạm chính sách sử dụng và bị đình chỉ hoạt động, thì chức năng nào sau đây nhiều khả năng sẽ được sử dụng để quản lý tình huống này?",C,public_test_fix,C,C,C,C,C
1003,"Một hộp tổ hợp không dây FSMBL-001 có thể quản lý tối đa bao nhiêu đầu báo khói, và khoảng cách tối đa từ đầu báo khói WSD-1 đến hộp tổ hợp trong điều kiện có vật cản là bao nhiêu mét?",D,public_test_fix,D,D,D,D,D
1004,Vì sao quy chuẩn yêu cầu các tuyến điện 110 kV và 220 kV trong nội thị đô thị loại II trở lên phải đi ngầm?,B,public_test_fix,B,B,B,B,B
1005,"Trong bối cảnh cạnh tranh hiện nay, việc áp dụng 5S mang lại lợi ích chiến lược nào?",C,public_test_fix,B,B,B,B,B
1006,Quy trình bảo dưỡng định kỳ máy biến áp khô gồm có bao nhiêu hạng mục kiểm tra chính?,D,public_test_fix,C,A,C,A,C
1007,Tổng lưu lượng tính toán của hệ thống Drencher trên một khu vực được bảo vệ được xác định bởi công thức nào?,A,public_test_fix,A,A,A,A,A
1008,"Theo kết quả từ phương pháp MM-PBSA, hai dẫn xuất nào có ái lực mạnh nhất với Amyloid beta 1-40 peptid và giá trị năng lượng tự do liên kết (ΔGbind) trung bình tương ứng của chúng là bao nhiêu?",B,public_test_fix,"B,D",B,"B,D",B,B
1009,"Trong quá trình xử lý dữ liệu thô bằng phần mềm Trimmomatic, các đoạn đọc có độ dài ngắn hơn bao nhiêu base pair (bp) sẽ bị loại bỏ?",B,public_test_fix,B,B,B,B,B
1010,Mục tiêu chính của Cloud Service Hub đối với doanh nghiệp là gì?,A,public_test_fix,A,A,A,A,A
1011,"Trong bảo dưỡng hệ thống tủ điện, nội dung nào yêu cầu quét nhiệt thiết bị, và nội dung nào yêu cầu vệ sinh công nghiệp tủ điện?",B,public_test_fix,B,B,"A,B",B,B
1012,Chức năng Website trong mục Dịch vụ KHÔNG bao gồm tính năng nào sau đây?,C,public_test_fix,C,B,"C,D","C,D",D
